article_transformed,views_ceil,rank
Taliban,20300,1
Afghanistan,18100,2
Vilia,9300,3
Sharia,7000,4
The_Road_(2009_film),3100,5
Νίκος_Χαρδαλιάς,2400,6
Greece,2000,7
Islamic_Emirate_of_Afghanistan,1900,8
Sean_Lock,1900,8
Mohammed Omar,1800,10
Mujahideen,1800,10
The Sessions (film),1600,12
Osama bin Laden,1400,13
Σταύρος_Μπένος,1400,13
Soviet–Afghan War,1300,15
