article_transformed,views_ceil,rank
Afghanistan,9900,1
Taliban,9200,2
Sean_Lock,3200,3
Edgar_Sengier,2600,4
Noodweer_tijdens_Pukkelpop_2011,2000,5
The Usual Suspects,1900,6
Sharia,1700,7
Jeff Trachta,1500,8
Mohammed Zahir Shah,1500,8
Hamza Rafia,1500,8
Sean Lock,1500,8
The Bridges of Madison County (film),1500,8
Flag_of_Afghanistan,1400,13
Ahmad Shah Massoud,1300,14
Sammy Mahdi,1200,15
Charlotte_De_Bruyne,1200,15
Nicolas_Caeyers,1200,15
