article_transformed,views_ceil,rank
Taliban,10000,1
Afghanistan,9000,2
PSV Eindhoven,4100,3
Daniela Melchior,3700,4
Pedro_Penim,3600,5
United States,3000,6
Sean_Lock,2100,7
Luísa Costa Gomes,1500,8
Mark_Lowen,1500,8
Portugal,1400,10
Mario Götze,1300,11
Palace of Mafra,1300,11
