article_transformed,views_ceil,rank
Taliban,8400,1
Afghanistan,6900,2
Cleopatra,6700,3
Pobre_novio,4900,4
Bacha bazi,2200,5
Chile,2000,6
Francisca_García-Huidobro,2000,6
Periodic table,1800,8
Translation,1800,8
Alberto Hurtado,1700,10
Mon Laferte,1700,10
Katherine_Martorell,1600,12
Osama bin Laden,1500,13
Scarlett Johansson,1500,13
Sharia,1200,15
